CUS_ID,TIME_ID,CTG_NM,SITE_CNT,ST_TIME
1,2012082415,커뮤니티,1,20
1,2012070802,인터넷/컴퓨터,1,1
1,2012082818,인터넷/컴퓨터,2,25
1,2013062517,뉴스/미디어,2,34
1,2013062614,인터넷/컴퓨터,2,48
1,2012122908,인터넷/컴퓨터,1,0
1,2012072507,커뮤니티,1,19
1,2012071301,뉴스/미디어,4,130
1,2012112603,게임,2,0
1,2012073006,커뮤니티,1,13
1,2012080507,인터넷/컴퓨터,10,264
1,2013060902,커뮤니티,10,839
1,2012083101,뉴스/미디어,1,37
1,2012071107,인터넷/컴퓨터,4,17
1,2012092906,게임,6,4
1,2013062715,비즈니스/경제,8,446
1,2012080507,뉴스/미디어,2,41
1,2012070413,인터넷/컴퓨터,1,20
1,2012081716,뉴스/미디어,1,61
1,2012072206,엔터테인먼트,2,989
1,2012112209,인터넷/컴퓨터,3,51
1,2013062601,인터넷/컴퓨터,1,28
1,2012081417,인터넷/컴퓨터,3,0
1,2012070216,엔터테인먼트,5,434
1,2013011015,인터넷/컴퓨터,1,2
1,2012083001,인터넷/컴퓨터,2,0
1,2012070822,인터넷/컴퓨터,3,0
1,2013012009,인터넷/컴퓨터,1,0
1,2012081106,뉴스/미디어,1,1
1,2013011118,인터넷/컴퓨터,1,0
1,2013062517,뉴스/미디어,1,49
1,2013010917,인터넷/컴퓨터,1,0
1,2012081409,인터넷/컴퓨터,2,2
1,2012080210,인터넷/컴퓨터,2,34
1,2013031719,커뮤니티,22,465
1,2012091003,커뮤니티,1,18
1,2013062321,커뮤니티,2,5
1,2012083104,뉴스/미디어,4,103
1,2012081520,엔터테인먼트,11,376
1,2012071821,인터넷/컴퓨터,13,61
1,2012070423,인터넷/컴퓨터,2,17
1,2012082802,커뮤니티,44,2263
1,2012071106,인터넷/컴퓨터,5,726
1,2012070915,뉴스/미디어,1,51
1,2012070216,커뮤니티,3,53
1,2012081710,엔터테인먼트,2,7
1,2012071101,인터넷/컴퓨터,1,60
1,2012123004,뉴스/미디어,1,4
1,2012102114,인터넷/컴퓨터,2,7
1,2012073109,뉴스/미디어,2,88
1,2012091612,뉴스/미디어,1,113
1,2012072403,엔터테인먼트,11,470
1,2012072721,뉴스/미디어,1,0
1,2012082319,뉴스/미디어,4,353
1,2012070721,뉴스/미디어,6,182
1,2012090223,뉴스/미디어,1,1
1,2012073000,뉴스/미디어,2,94
1,2012091712,뉴스/미디어,5,616
1,2012072412,인터넷/컴퓨터,9,46
1,2012081016,인터넷/컴퓨터,1,60
1,2012070919,커뮤니티,5,410
1,2012122422,뉴스/미디어,1,11
1,2012080910,뉴스/미디어,3,146
1,2012071101,인터넷/컴퓨터,2,11
1,2012071806,뉴스/미디어,1,24
1,2013063022,뉴스/미디어,1,37
1,2012070905,인터넷/컴퓨터,1,5
1,2013061923,인터넷/컴퓨터,1,0
1,2012081610,인터넷/컴퓨터,7,18
1,2013062714,뉴스/미디어,1,0
1,2012081111,뉴스/미디어,1,60
1,2012122000,게임,2,0
1,2012070915,인터넷/컴퓨터,12,59
1,2012071017,인터넷/컴퓨터,2,0
1,2012123100,인터넷/컴퓨터,1,0
1,2012080916,뉴스/미디어,6,264
1,2012072203,커뮤니티,1,5
1,2012111813,인터넷/컴퓨터,4,9
1,2012080513,엔터테인먼트,1,6
1,2012071704,뉴스/미디어,1,24
1,2012081611,뉴스/미디어,1,0
1,2012070314,커뮤니티,2,18
1,2013052807,커뮤니티,17,1017
1,2012081409,인터넷/컴퓨터,1,0
1,2012091106,뉴스/미디어,1,60
1,2012072423,인터넷/컴퓨터,2,8
1,2012102420,인터넷/컴퓨터,1,0
1,2012082016,뉴스/미디어,3,366
1,2013060704,인터넷/컴퓨터,4,48
1,2013062313,뉴스/미디어,1,0
1,2013060104,커뮤니티,1,2
1,2012081612,뉴스/미디어,1,38
1,2012071323,뉴스/미디어,1,0
1,2012081122,인터넷/컴퓨터,3,84
1,2012070417,뉴스/미디어,7,159
1,2012091507,뉴스/미디어,4,88
1,2012081721,인터넷/컴퓨터,2,14
1,2013061106,뉴스/미디어,1,51
1,2012091620,온라인교육,4,0
1,2012081220,인터넷/컴퓨터,2,24
1,2012070700,인터넷/컴퓨터,3,0
1,2012080915,뉴스/미디어,2,2
1,2012070216,뉴스/미디어,1,28
1,2012100906,인터넷/컴퓨터,2,38
1,2012072413,커뮤니티,3,38
1,2012081813,뉴스/미디어,5,163
1,2012070700,인터넷/컴퓨터,6,220
1,2012122319,인터넷/컴퓨터,1,0
1,2012072102,커뮤니티,2,25
1,2013063022,커뮤니티,1,0
1,2012121222,인터넷/컴퓨터,1,0
1,2012071322,뉴스/미디어,1,14
1,2012122804,인터넷/컴퓨터,2,0
1,2012082604,엔터테인먼트,8,299
1,2012091111,인터넷/컴퓨터,3,0
1,2012070919,뉴스/미디어,1,3
1,2012092618,뉴스/미디어,1,22
1,2012080809,인터넷/컴퓨터,2,4
1,2013012008,게임,2,0
1,2012081010,커뮤니티,2,36
1,2012072511,인터넷/컴퓨터,1,5
1,2012091111,뉴스/미디어,1,4
1,2012070322,엔터테인먼트,2,34
1,2012082019,뉴스/미디어,2,54
1,2013062415,뉴스/미디어,2,0
1,2013051408,뉴스/미디어,6,76
1,2012081510,뉴스/미디어,9,54
1,2012080206,뉴스/미디어,1,51
1,2012070820,온라인교육,1,0
1,2013051503,뉴스/미디어,2,2
1,2012082802,인터넷/컴퓨터,5,57
1,2013060704,커뮤니티,1,3
1,2012081016,인터넷/컴퓨터,1,0
1,2012070218,인터넷/컴퓨터,2,5
1,2012082404,커뮤니티,1,4
1,2013011114,스포츠/레저,2,61
1,2012081317,뉴스/미디어,8,295
1,2013061008,커뮤니티,1,13
1,2012090400,인터넷/컴퓨터,1,0
1,2012080121,커뮤니티,2,7
1,2012071523,인터넷/컴퓨터,2,49
1,2013062715,인터넷/컴퓨터,2,15
1,2012082302,인터넷/컴퓨터,1,305
1,2012072800,인터넷/컴퓨터,2,0
1,2013053101,인터넷/컴퓨터,1,0
1,2012071907,커뮤니티,2,44
1,2012070503,스포츠/레저,1,1
1,2012111722,게임,2,0
1,2012081411,커뮤니티,1,60
1,2012071101,뉴스/미디어,2,0
1,2012121901,인터넷/컴퓨터,1,0
1,2012071100,온라인교육,2,120
1,2012101505,인터넷/컴퓨터,2,0
1,2012082015,인터넷/컴퓨터,3,61
1,2012101913,인터넷/컴퓨터,4,22
1,2012081611,뉴스/미디어,5,238
1,2012082907,인터넷/컴퓨터,2,13
1,2012070211,인터넷/컴퓨터,7,28
1,2013062517,인터넷/컴퓨터,1,10
1,2012070904,온라인교육,4,0
1,2012082802,엔터테인먼트,1,54
1,2012072511,뉴스/미디어,1,3
1,2013060814,커뮤니티,3,122
1,2012082014,뉴스/미디어,1,0
1,2012081709,인터넷/컴퓨터,4,32
1,2013062601,인터넷/컴퓨터,3,59
1,2012082014,인터넷/컴퓨터,2,1
1,2012070700,인터넷/컴퓨터,1,124
1,2012101504,뉴스/미디어,1,0
1,2012071015,뉴스/미디어,4,99
1,2012123002,뉴스/미디어,1,600
1,2012081815,뉴스/미디어,1,1
1,2012070921,온라인교육,1,17
1,2012101806,뉴스/미디어,7,216
1,2012101621,인터넷/컴퓨터,2,6
1,2012071016,뉴스/미디어,1,1
1,2013062500,뉴스/미디어,1,20
1,2012092114,인터넷/컴퓨터,2,14
1,2012070915,커뮤니티,1,0
1,2013010615,인터넷/컴퓨터,1,0
1,2012082305,엔터테인먼트,4,709
1,2012071801,커뮤니티,2,36
1,2012082904,뉴스/미디어,1,92
1,2012071322,뉴스/미디어,1,42
1,2012110718,게임,2,0
1,2012091718,뉴스/미디어,5,1
1,2013061503,커뮤니티,6,231
1,2012081400,뉴스/미디어,1,5
1,2012071515,뉴스/미디어,1,30
1,2012091709,인터넷/컴퓨터,1,13
1,2013062715,뉴스/미디어,1,2
1,2012082017,인터넷/컴퓨터,1,1
1,2012091616,인터넷/컴퓨터,4,84
1,2012081413,커뮤니티,3,10
1,2012072511,뉴스/미디어,1,0
1,2012112507,게임,2,0
1,2012081323,인터넷/컴퓨터,13,471
1,2012072800,뉴스/미디어,1,7
1,2012102719,인터넷/컴퓨터,2,9
1,2013051200,뉴스/미디어,2,22
1,2013051318,인터넷/컴퓨터,1,0
1,2012081717,커뮤니티,1,2
1,2012081111,뉴스/미디어,1,26
1,2013051319,인터넷/컴퓨터,4,21
1,2012082320,뉴스/미디어,1,22
1,2012072301,뉴스/미디어,3,32
1,2013030305,뉴스/미디어,1,16
1,2012072413,뉴스/미디어,15,477
1,2012122316,뉴스/미디어,1,95
1,2012083108,엔터테인먼트,9,489
1,2012070900,인터넷/컴퓨터,2,0
1,2012091712,인터넷/컴퓨터,1,67
1,2012091100,인터넷/컴퓨터,2,13
1,2013062419,커뮤니티,49,636
1,2012083122,인터넷/컴퓨터,2,1
1,2012081710,엔터테인먼트,3,45
1,2013052822,인터넷/컴퓨터,4,0
1,2012092906,인터넷/컴퓨터,4,0
1,2012081309,커뮤니티,1,5
1,2013052105,커뮤니티,3,24
1,2012080306,뉴스/미디어,1,22
1,2013062715,비즈니스/경제,1,0
1,2012082217,커뮤니티,1,7
1,2012091712,커뮤니티,1,4
1,2012071801,엔터테인먼트,3,101
1,2012100400,인터넷/컴퓨터,3,245
1,2012080810,뉴스/미디어,1,40
1,2012102314,게임,2,0
1,2012070500,뉴스/미디어,1,2
1,2012080203,뉴스/미디어,1,18
1,2012123104,인터넷/컴퓨터,1,0
1,2012072006,엔터테인먼트,23,2516
1,2012100406,게임,3,1
1,2012072800,인터넷/컴퓨터,6,14
1,2012091616,뉴스/미디어,2,44
1,2012091106,인터넷/컴퓨터,6,141
1,2012070904,인터넷/컴퓨터,8,553
1,2012082215,커뮤니티,2,28
1,2012070123,엔터테인먼트,7,477
1,2012120113,인터넷/컴퓨터,4,29
1,2012071106,인터넷/컴퓨터,1,0
1,2012082901,인터넷/컴퓨터,9,19
1,2012080213,커뮤니티,1,5
1,2012111001,인터넷/컴퓨터,2,4
1,2012080507,뉴스/미디어,1,81
1,2013050718,뉴스/미디어,1,81
1,2013051319,인터넷/컴퓨터,2,16
1,2012080306,뉴스/미디어,7,37
1,2013062416,뉴스/미디어,1,0
1,2012091020,인터넷/컴퓨터,2,0
1,2013063022,인터넷/컴퓨터,2,0
1,2013052800,커뮤니티,1,1
1,2013062613,커뮤니티,1,3
1,2012102902,인터넷/컴퓨터,8,15
1,2012082316,커뮤니티,1,0
1,2012082623,뉴스/미디어,1,7
1,2012071819,인터넷/컴퓨터,1,1
1,2012072201,엔터테인먼트,13,1103
1,2013052719,인터넷/컴퓨터,1,1
1,2012081610,커뮤니티,2,18
1,2012073117,인터넷/컴퓨터,2,53
1,2012102514,인터넷/컴퓨터,2,1
1,2012071719,커뮤니티,2,19
1,2012072305,뉴스/미디어,2,7
1,2012082903,인터넷/컴퓨터,3,17
1,2012070904,인터넷/컴퓨터,1,15
1,2013060708,뉴스/미디어,1,119
1,2012082320,엔터테인먼트,10,184
1,2012071301,커뮤니티,1,16
1,2012100320,인터넷/컴퓨터,1,16
1,2012082902,뉴스/미디어,1,57
1,2012080109,인터넷/컴퓨터,5,17
1,2012071523,인터넷/컴퓨터,2,0
1,2012070118,인터넷/컴퓨터,1,0
1,2012083100,뉴스/미디어,8,103
1,2013061207,온라인교육,1,0
1,2013051203,뉴스/미디어,1,34
1,2012102204,뉴스/미디어,3,69
1,2012091813,인터넷/컴퓨터,3,41
1,2012080915,뉴스/미디어,1,15
1,2012071818,인터넷/컴퓨터,2,13
1,2012070211,커뮤니티,1,9
1,2012081415,인터넷/컴퓨터,2,2
1,2012080515,인터넷/컴퓨터,1,4
1,2012070216,인터넷/컴퓨터,2,33
1,2012083002,커뮤니티,1,8
1,2012072121,인터넷/컴퓨터,2,9
1,2012092017,인터넷/컴퓨터,14,98
1,2013052405,인터넷/컴퓨터,2,1
1,2012072719,커뮤니티,2,6
1,2012070921,인터넷/컴퓨터,1,0
1,2013051722,인터넷/컴퓨터,2,1
1,2012082817,커뮤니티,2,44
1,2012081316,뉴스/미디어,1,49
1,2013061609,뉴스/미디어,1,53
1,2013060803,인터넷/컴퓨터,3,0
1,2012082317,인터넷/컴퓨터,2,37
1,2012122300,게임,2,1
1,2012081415,뉴스/미디어,3,41
1,2012070116,인터넷/컴퓨터,2,0
1,2012082222,커뮤니티,1,4
1,2013031719,커뮤니티,1,0
1,2012082218,인터넷/컴퓨터,7,10
1,2013060902,뉴스/미디어,1,30
1,2012070915,뉴스/미디어,3,49
1,2012082901,커뮤니티,1,2
1,2012070919,뉴스/미디어,1,0
1,2013062420,뉴스/미디어,3,170
1,2012100600,인터넷/컴퓨터,12,158
1,2012071109,인터넷/컴퓨터,2,0
1,2012081209,뉴스/미디어,3,36
1,2013061015,인터넷/컴퓨터,2,26
1,2013052707,인터넷/컴퓨터,1,1
1,2012073006,뉴스/미디어,1,42
1,2012071018,인터넷/컴퓨터,2,4
1,2012101617,인터넷/컴퓨터,1,2
1,2012080507,인터넷/컴퓨터,2,0
1,2012091809,인터넷/컴퓨터,6,160
1,2012090501,인터넷/컴퓨터,2,0
1,2012081716,인터넷/컴퓨터,5,12
1,2012081111,뉴스/미디어,2,32
1,2012122316,게임,2,0
1,2013063003,뉴스/미디어,2,72
1,2012100408,인터넷/컴퓨터,6,58
1,2012071704,커뮤니티,2,15
1,2013051722,뉴스/미디어,5,52
1,2012101806,인터넷/컴퓨터,2,0
1,2012081400,인터넷/컴퓨터,6,30
1,2012071503,인터넷/컴퓨터,2,1
1,2012082316,인터넷/컴퓨터,2,0
1,2012080213,인터넷/컴퓨터,4,53
1,2012092017,뉴스/미디어,1,53
1,2012080303,인터넷/컴퓨터,2,4
2,2012092512,인터넷/컴퓨터,10,6
2,2013032821,인터넷/컴퓨터,1,60
2,2012092713,커뮤니티,1,4
2,2013061218,비즈니스/경제,1,0
2,2012112217,커뮤니티,1,3
2,2013042313,인터넷/컴퓨터,1,2
2,2012103014,뉴스/미디어,1,0
2,2013041119,쇼핑,9,404
2,2012072414,커뮤니티,3,85
2,2013022115,커뮤니티,2,5
2,2013061319,엔터테인먼트,2,8
2,2012092517,쇼핑,16,1529
2,2013040117,쇼핑,3,61
2,2012081613,인터넷/컴퓨터,2,1
2,2013032118,쇼핑,1,40
2,2013062609,인터넷/컴퓨터,2,147
2,2012112219,인터넷/컴퓨터,3,381
2,2013060510,인터넷/컴퓨터,1,0
2,2013040915,인터넷/컴퓨터,3,0
2,2012072410,금융/부동산,3,118
2,2013031214,쇼핑,1,0
2,2012082917,인터넷/컴퓨터,1,1
2,2013022819,인터넷/컴퓨터,3,10
2,2013062117,인터넷/컴퓨터,3,364
2,2012091912,인터넷/컴퓨터,4,99
2,2013052819,쇼핑,1,4
2,2013021813,인터넷/컴퓨터,1,0
2,2012071719,쇼핑,1,2
2,2013020518,인터넷/컴퓨터,1,0
2,2012082416,쇼핑,2,0
2,2013040512,쇼핑,1,4
2,2013021316,쇼핑,1,0
2,2013061112,금융/부동산,4,117
2,2013032009,인터넷/컴퓨터,1,0
2,2013062116,쇼핑,6,204
2,2013021910,뉴스/미디어,1,47
2,2013060413,쇼핑,3,6
2,2013040316,인터넷/컴퓨터,3,166
2,2012071719,쇼핑,1,31
2,2013021213,뉴스/미디어,1,15
2,2012080217,커뮤니티,3,0
2,2013022214,인터넷/컴퓨터,1,3
2,2013052112,쇼핑,2,57
2,2013022818,쇼핑,7,584
2,2012102614,인터넷/컴퓨터,1,135
2,2013032217,쇼핑,1,60
2,2012082913,쇼핑,1,12
2,2013022213,인터넷/컴퓨터,4,0
2,2013052714,쇼핑,2,36
2,2012103010,인터넷/컴퓨터,2,330
2,2013032513,인터넷/컴퓨터,2,5
2,2012082011,쇼핑,4,61
2,2013032119,인터넷/컴퓨터,1,0
2,2012102610,인터넷/컴퓨터,7,566
2,2013041712,인터넷/컴퓨터,8,111
2,2012071715,커뮤니티,14,232
2,2013022114,쇼핑,2,414
2,2012090514,커뮤니티,11,641
2,2013042417,인터넷/컴퓨터,11,400
2,2012110816,쇼핑,1,563
2,2012082116,인터넷/컴퓨터,10,118
2,2013011019,뉴스/미디어,1,12
2,2013040818,쇼핑,2,436
2,2012092715,뉴스/미디어,1,3
2,2013060415,쇼핑,1,60
2,2013012109,쇼핑,2,30
2,2013060410,쇼핑,2,4
2,2013022617,쇼핑,1,0
2,2013052714,비즈니스/경제,9,317
2,2012092515,뉴스/미디어,3,49
2,2013021909,커뮤니티,2,61
2,2013041717,인터넷/컴퓨터,2,2
2,2012102218,쇼핑,2,86
2,2013041719,인터넷/컴퓨터,5,0
2,2013011813,커뮤니티,1,60
2,2013041110,인터넷/컴퓨터,9,61
2,2012080213,금융/부동산,2,62
2,2013040917,인터넷/컴퓨터,4,101
2,2012082910,뉴스/미디어,1,172
2,2013021912,인터넷/컴퓨터,1,0
2,2013020811,인터넷/컴퓨터,1,0
2,2012072718,인터넷/컴퓨터,2,1
2,2012121017,커뮤니티,3,92
2,2013052118,인터넷/컴퓨터,5,64
2,2012091710,쇼핑,1,108
2,2013031214,쇼핑,1,0
2,2013062718,쇼핑,4,503
2,2013031115,뉴스/미디어,1,60
2,2013062719,커뮤니티,1,1
2,2013032519,쇼핑,1,0
2,2012090311,뉴스/미디어,1,18
2,2013021311,인터넷/컴퓨터,3,23
2,2013061414,쇼핑,4,67
2,2012112210,쇼핑,1,11
2,2013040222,비즈니스/경제,9,436
2,2012080916,인터넷/컴퓨터,8,3
2,2013042312,커뮤니티,1,60
2,2013061416,인터넷/컴퓨터,11,150
2,2013012211,뉴스/미디어,1,60
2,2013052711,비즈니스/경제,1,35
2,2012112313,쇼핑,1,2
2,2013050211,인터넷/컴퓨터,5,142
2,2012092714,쇼핑,4,554
2,2013041721,쇼핑,1,7
2,2012081614,커뮤니티,2,2
2,2013040816,쇼핑,2,64
2,2013062620,쇼핑,38,228
2,2012112310,쇼핑,4,37
2,2013061213,비즈니스/경제,8,126
2,2013021912,쇼핑,7,350
2,2012080916,쇼핑,2,0
2,2013022819,인터넷/컴퓨터,4,554
2,2013060713,인터넷/컴퓨터,7,0
2,2013031210,인터넷/컴퓨터,3,34
2,2013062610,인터넷/컴퓨터,3,468
2,2013040321,비즈니스/경제,7,157
2,2013061116,인터넷/컴퓨터,2,0
2,2013032112,인터넷/컴퓨터,2,0
2,2012071719,쇼핑,1,2
2,2013031113,쇼핑,1,10
2,2013062514,쇼핑,5,109
2,2013021210,인터넷/컴퓨터,4,0
2,2013062611,쇼핑,3,129
2,2013022011,쇼핑,2,40
2,2013052811,쇼핑,1,94
2,2013021311,쇼핑,6,104
2,2013050219,인터넷/컴퓨터,8,333
2,2013022217,쇼핑,2,22
2,2012091713,뉴스/미디어,2,70
2,2013020814,인터넷/컴퓨터,4,114
2,2013012420,쇼핑,1,1
2,2013062517,인터넷/컴퓨터,2,7
2,2013040210,인터넷/컴퓨터,8,0
2,2012102610,뉴스/미디어,1,0
2,2012090318,인터넷/컴퓨터,3,12
2,2013031516,뉴스/미디어,2,60
2,2013060410,인터넷/컴퓨터,5,124
2,2013021315,인터넷/컴퓨터,2,60
2,2012112215,인터넷/컴퓨터,2,90
2,2013042314,인터넷/컴퓨터,1,4
2,2012112213,인터넷/컴퓨터,7,60
2,2013022816,인터넷/컴퓨터,2,0
2,2012092712,커뮤니티,6,57
2,2013062619,쇼핑,1,0
2,2013032519,인터넷/컴퓨터,2,0
2,2012080915,인터넷/컴퓨터,9,320
2,2013041816,인터넷/컴퓨터,1,0
2,2012092511,쇼핑,8,7
2,2013052718,비즈니스/경제,44,546
2,2012112314,엔터테인먼트,5,1137
2,2013032216,인터넷/컴퓨터,2,60
2,2012082416,인터넷/컴퓨터,2,20
2,2013061118,커뮤니티,1,345
2,2012090514,커뮤니티,2,32
2,2013031813,쇼핑,8,145
2,2013052719,엔터테인먼트,2,77
2,2012102313,인터넷/컴퓨터,1,327
2,2012071709,뉴스/미디어,1,60
2,2013041719,인터넷/컴퓨터,1,3
2,2012092515,쇼핑,5,13
2,2013042409,서비스,1,101
2,2012100211,인터넷/컴퓨터,1,0
2,2013040118,쇼핑,9,374
2,2012072710,인터넷/컴퓨터,6,180
2,2013040119,쇼핑,5,297
2,2012082417,엔터테인먼트,1,83
2,2013012410,커뮤니티,1,281
2,2013041719,인터넷/컴퓨터,7,0
2,2012072711,정보통신/IT,2,116
2,2013012210,비즈니스/경제,9,109
2,2013052012,쇼핑,1,60
2,2012110814,인터넷/컴퓨터,1,125
2,2013021213,인터넷/컴퓨터,4,0
2,2012081611,뉴스/미디어,1,3
2,2013062713,여행,1,0
2,2013032513,엔터테인먼트,3,63
2,2012072618,인터넷/컴퓨터,6,139
2,2012122719,쇼핑,5,129
2,2013060409,인터넷/컴퓨터,1,1
2,2012103014,커뮤니티,2,223
2,2013042417,인터넷/컴퓨터,2,0
2,2012121018,인터넷/컴퓨터,4,0
2,2013030509,정치/행정,15,193
2,2013011019,인터넷/컴퓨터,6,1
2,2013050312,엔터테인먼트,3,2
2,2013011013,쇼핑,12,856
2,2013060510,쇼핑,1,0
2,2013041918,쇼핑,1,3
2,2012082117,뉴스/미디어,1,7
2,2013011414,쇼핑,2,227
2,2013061310,쇼핑,11,399
2,2013012117,인터넷/컴퓨터,2,2
2,2013042718,커뮤니티,2,2
2,2012122717,쇼핑,1,18
2,2013060713,커뮤니티,1,34
2,2012112311,쇼핑,1,0
2,2013061118,인터넷/컴퓨터,2,0
2,2013012212,인터넷/컴퓨터,6,0
2,2012092718,인터넷/컴퓨터,3,11
2,2013041516,인터넷/컴퓨터,1,4
2,2012070411,커뮤니티,1,2
2,2013012209,뉴스/미디어,1,0
2,2013040811,인터넷/컴퓨터,2,61
2,2012072412,인터넷/컴퓨터,3,0
2,2013040511,인터넷/컴퓨터,7,68
2,2013021220,쇼핑,1,4
2,2013061410,인터넷/컴퓨터,5,324
2,2013043014,쇼핑,3,10
2,2012102615,쇼핑,1,4
2,2013032512,뉴스/미디어,1,591
2,2013060420,인터넷/컴퓨터,1,0
2,2012102613,인터넷/컴퓨터,2,67
2,2013040312,인터넷/컴퓨터,8,252
2,2012082116,인터넷/컴퓨터,3,387
2,2013022215,쇼핑,8,25
2,2013022214,쇼핑,2,88
2,2012080210,쇼핑,1,3
2,2012102218,쇼핑,6,276
2,2013041720,쇼핑,1,9
2,2012082911,인터넷/컴퓨터,6,70
2,2013032009,인터넷/컴퓨터,5,97
2,2012072617,쇼핑,5,10
2,2013040312,쇼핑,7,86
2,2013060510,쇼핑,3,3
2,2013011416,쇼핑,3,180
2,2013042313,쇼핑,1,60
2,2012082917,인터넷/컴퓨터,4,0
2,2013052815,비즈니스/경제,10,138
2,2012122711,인터넷/컴퓨터,2,108
2,2013061014,인터넷/컴퓨터,1,0
2,2012110818,인터넷/컴퓨터,5,74
2,2013050311,쇼핑,14,697
2,2012073019,인터넷/컴퓨터,2,10
2,2013022016,인터넷/컴퓨터,2,0
2,2013042311,인터넷/컴퓨터,1,0
2,2013062617,커뮤니티,2,61
2,2013011808,쇼핑,1,183
2,2013061018,쇼핑,1,5
2,2013032214,커뮤니티,3,4
2,2013052816,인터넷/컴퓨터,1,0
2,2012103015,인터넷/컴퓨터,7,1527
2,2013061119,쇼핑,11,267
2,2012103017,인터넷/컴퓨터,3,144
2,2013031813,인터넷/컴퓨터,1,0
2,2012082418,쇼핑,1,0
2,2013032013,쇼핑,2,13
2,2012070414,인터넷/컴퓨터,1,1
2,2013011412,쇼핑,1,6
2,2013061012,인터넷/컴퓨터,2,62
2,2012092116,쇼핑,1,49
2,2013032120,비즈니스/경제,1,60
2,2012072414,인터넷/컴퓨터,4,1
2,2012121011,인터넷/컴퓨터,11,0
2,2013042719,쇼핑,1,0
2,2012100216,뉴스/미디어,1,37
2,2013052818,쇼핑,2,218
2,2012112219,인터넷/컴퓨터,1,0
2,2013042716,인터넷/컴퓨터,18,657
2,2012080211,쇼핑,1,0
2,2012102218,쇼핑,8,862
2,2013050812,비즈니스/경제,4,63
2,2012101214,인터넷/컴퓨터,1,1
2,2013031115,인터넷/컴퓨터,1,60
2,2013062112,인터넷/컴퓨터,4,92
2,2013041721,쇼핑,12,648
2,2013021313,인터넷/컴퓨터,1,0
2,2012091910,쇼핑,4,319
2,2013041910,쇼핑,2,187
2,2012092715,인터넷/컴퓨터,10,1
2,2013030519,인터넷/컴퓨터,9,350
2,2013062512,인터넷/컴퓨터,2,2
2,2013031519,쇼핑,1,177
2,2012080915,인터넷/컴퓨터,1,60
2,2013011011,쇼핑,10,412
2,2013051512,인터넷/컴퓨터,2,0
2,2012092512,쇼핑,8,891
2,2013031809,비즈니스/경제,12,290
2,2012092118,커뮤니티,1,284
2,2013030717,쇼핑,3,594
2,2012082914,쇼핑,1,0
2,2013030510,정치/행정,35,399
2,2012100215,인터넷/컴퓨터,4,0
2,2012072617,쇼핑,1,0
2,2013031815,쇼핑,2,5
2,2012081610,커뮤니티,4,46
2,2013022820,인터넷/컴퓨터,2,254
2,2013041914,쇼핑,2,61
2,2012092115,쇼핑,2,0
2,2013043020,인터넷/컴퓨터,1,15
2,2013040213,인터넷/컴퓨터,7,0
2,2012082009,뉴스/미디어,1,31
2,2013042319,쇼핑,1,0
2,2012102617,인터넷/컴퓨터,1,60
2,2013032510,뉴스/미디어,2,11
2,2013060413,인터넷/컴퓨터,1,21
2,2013031117,뉴스/미디어,1,101
2,2013061215,인터넷/컴퓨터,2,33
2,2013030414,인터넷/컴퓨터,8,0
2,2013062518,인터넷/컴퓨터,3,406
2,2013030418,쇼핑,1,34
2,2013061310,쇼핑,4,68
2,2013011010,인터넷/컴퓨터,2,0
